project_id,record_date,reported_progress,financial_expenditure,status,data_status
SYN-PRJ-02622,2023-06-02,58.8,1292893.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02622,2023-08-05,79.6,1750000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02623,2023-06-04,6.4,236925.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02623,2023-08-06,20.2,750881.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02623,2023-10-08,39.4,1464403.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02623,2023-12-11,60.6,2254596.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02623,2024-02-12,79.8,2968118.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02623,2024-04-15,93.6,3482074.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02623,2024-06-18,100.0,3719000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02624,2024-01-16,26.1,232993.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02624,2024-03-31,73.9,659006.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02624,2024-06-14,100.0,892000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02625,2024-08-11,26.1,183103.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02625,2024-10-10,73.9,517896.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02625,2024-12-10,100.0,701000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02626,2023-01-14,6.1,71344.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02626,2023-03-15,19.4,226986.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02626,2023-05-14,37.2,434500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02626,2023-07-13,55.0,642013.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02626,2023-09-11,68.3,797655.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02626,2023-11-11,74.4,869000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02627,2023-09-23,7.6,138473.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02627,2023-11-26,23.6,429000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02627,2024-01-29,39.7,719527.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02627,2024-04-03,47.3,858000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02628,2024-12-28,5.3,121888.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02628,2025-03-06,16.8,386660.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02628,2025-05-12,30.8,710339.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02628,2025-07-19,42.3,975111.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02628,2025-09-25,47.6,1097000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02629,2024-04-12,16.1,67945.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02629,2024-06-16,50.0,210500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02629,2024-08-20,83.9,353054.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02629,2024-10-24,100.0,421000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02630,2024-07-16,9.4,83585.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02630,2024-08-26,26.6,236414.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02630,2024-10-07,36.0,320000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02631,2024-12-22,7.0,100444.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02631,2025-03-03,22.2,318633.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02631,2025-05-14,40.9,585366.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02631,2025-07-24,56.1,803555.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02631,2025-10-04,63.1,904000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02632,2022-04-14,6.4,83838.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02632,2022-06-18,20.2,265705.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02632,2022-08-22,39.4,518191.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02632,2022-10-26,60.6,797808.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02632,2022-12-30,79.8,1050294.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02632,2023-03-05,93.6,1232162.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02632,2023-05-09,100.0,1316000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02633,2024-12-09,19.6,462330.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02633,2025-01-23,55.4,1307669.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02633,2025-03-10,75.0,1770000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02634,2024-06-15,4.3,14444.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02634,2024-08-15,13.6,45821.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02634,2024-10-14,25.1,84178.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02634,2024-12-14,34.4,115555.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02634,2025-02-13,38.7,130000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02635,2024-04-22,1.9,9118.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02635,2024-06-21,6.0,28727.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02635,2024-08-21,11.8,56478.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02635,2024-10-20,18.6,89000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02635,2024-12-19,25.5,121521.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02635,2025-02-18,31.3,149272.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02635,2025-04-19,35.4,168881.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02635,2025-06-19,37.3,178000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02636,2021-04-29,6.4,237880.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02636,2021-07-05,20.2,753909.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02636,2021-09-10,39.4,1470309.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02636,2021-11-17,60.6,2263690.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02636,2022-01-23,79.8,2980090.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02636,2022-03-31,93.6,3496119.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02636,2022-06-07,100.0,3734000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02637,2021-10-21,5.1,141186.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02637,2021-12-24,16.1,444792.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02637,2022-02-26,31.7,874460.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02637,2022-05-01,50.0,1378000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02637,2022-07-04,68.3,1881539.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02637,2022-09-06,83.9,2311207.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02637,2022-11-09,94.9,2614813.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02637,2023-01-13,100.0,2756000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02638,2024-01-26,8.2,338332.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02638,2024-03-27,26.1,1076421.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02638,2024-05-28,50.0,2060500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02638,2024-07-28,73.9,3044578.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02638,2024-09-27,91.8,3782667.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02638,2024-11-28,100.0,4121000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02639,2021-07-18,5.1,192108.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02639,2021-09-22,16.1,605214.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02639,2021-11-27,31.7,1189850.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02639,2022-02-01,50.0,1875000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02639,2022-04-08,68.3,2560149.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02639,2022-06-13,83.9,3144785.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02639,2022-08-18,94.9,3557891.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02639,2022-10-23,100.0,3750000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02640,2022-07-21,4.2,50788.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02640,2022-09-25,13.2,158984.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02640,2022-11-30,26.1,313444.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02640,2023-02-04,41.7,500512.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02640,2023-04-11,58.3,699487.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02640,2023-06-16,73.9,886555.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02640,2023-08-21,86.8,1041015.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02640,2023-10-26,95.8,1149211.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02640,2024-01-01,100.0,1200000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02641,2021-11-21,26.1,313444.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02641,2022-02-08,73.9,886555.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02641,2022-04-29,100.0,1200000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02642,2025-01-22,16.1,493209.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02642,2025-04-02,50.0,1528000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02642,2025-06-10,83.9,2562790.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02642,2025-08-19,100.0,3056000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02643,2024-05-23,5.0,65187.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02643,2024-08-01,16.1,207395.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02643,2024-10-10,30.8,397000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02643,2024-12-19,45.4,586604.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02643,2025-02-27,56.5,728813.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02643,2025-05-08,61.5,794000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02644,2021-11-03,6.4,44722.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02644,2022-01-09,20.2,141736.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02644,2022-03-17,39.4,276421.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02644,2022-05-22,60.6,425578.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02644,2022-07-28,79.8,560263.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02644,2022-10-03,93.6,657277.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02644,2022-12-08,100.0,702000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02645,2022-04-08,16.1,275009.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02645,2022-06-10,50.0,852000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02645,2022-08-12,83.9,1428990.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02645,2022-10-14,100.0,1704000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02646,2023-02-12,4.2,51931.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02646,2023-04-19,13.2,162561.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02646,2023-06-25,26.1,320497.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02646,2023-08-30,41.7,511774.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02646,2023-11-04,58.3,715226.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02646,2024-01-10,73.9,906502.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02646,2024-03-16,86.8,1064438.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02646,2024-05-21,95.8,1175068.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02646,2024-07-27,100.0,1227000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02647,2023-02-19,2.2,8591.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02647,2023-04-24,6.8,26894.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02647,2023-06-28,13.3,53024.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02647,2023-08-31,21.3,84670.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02647,2023-11-04,29.7,118330.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02647,2024-01-07,37.7,149975.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02647,2024-03-12,44.2,176105.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02647,2024-05-15,48.8,194408.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02647,2024-07-19,51.0,203000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02648,2023-12-17,26.1,241091.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02648,2024-02-05,73.9,681908.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02648,2024-03-27,100.0,923000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02649,2024-02-01,6.6,90802.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02649,2024-04-10,20.8,288891.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02649,2024-06-18,39.9,553000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02649,2024-08-26,59.0,817108.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02649,2024-11-03,73.2,1015197.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02649,2025-01-11,79.8,1106000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02650,2022-04-09,18.2,175790.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02650,2022-06-15,51.3,497209.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02650,2022-08-21,69.5,673000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02651,2021-05-24,14.2,149931.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02651,2021-08-05,40.0,424069.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02651,2021-10-18,54.2,574000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02652,2021-08-01,8.2,60507.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02652,2021-10-08,26.1,192507.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02652,2021-12-14,50.0,368500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02652,2022-02-20,73.9,544492.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02652,2022-04-28,91.8,676492.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02652,2022-07-05,100.0,737000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02653,2023-09-03,11.1,117222.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02653,2023-11-04,35.2,371856.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02653,2024-01-04,64.8,683143.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02653,2024-03-06,88.9,937777.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02653,2024-05-07,100.0,1055000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02654,2024-10-12,11.1,159666.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02654,2024-12-19,35.2,506500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02654,2025-02-24,64.8,930500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02654,2025-05-03,88.9,1277333.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02654,2025-07-10,100.0,1437000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02655,2023-06-29,4.2,99037.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02655,2023-08-31,13.2,310020.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02655,2023-11-02,26.1,611217.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02655,2024-01-04,41.7,975999.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02655,2024-03-07,58.3,1364000.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02655,2024-05-09,73.9,1728782.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02655,2024-07-11,86.8,2029980.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02655,2024-09-12,95.8,2240962.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02655,2024-11-14,100.0,2340000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02656,2021-06-13,26.1,282100.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02656,2021-08-22,73.9,797899.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02656,2021-10-31,100.0,1080000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02657,2022-12-05,11.1,209888.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02657,2023-02-08,35.2,665816.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02657,2023-04-13,64.8,1223183.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02657,2023-06-17,88.9,1679111.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02657,2023-08-21,100.0,1889000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02658,2024-05-16,8.2,157959.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02658,2024-07-17,26.1,502556.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02658,2024-09-18,50.0,962000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02658,2024-11-19,73.9,1421443.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02658,2025-01-20,91.8,1766040.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02658,2025-03-24,100.0,1924000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02659,2024-09-26,11.1,37777.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02659,2024-12-02,35.2,119840.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02659,2025-02-06,64.8,220160.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02659,2025-04-14,88.9,302222.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02659,2025-06-20,100.0,340000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02660,2023-05-15,6.7,25176.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02660,2023-07-18,20.9,78000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02660,2023-09-20,35.1,130823.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02660,2023-11-23,41.8,156000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02661,2021-08-25,4.2,122527.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02661,2021-10-28,13.2,383550.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02661,2021-12-31,26.1,756185.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02661,2022-03-05,41.7,1207486.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02661,2022-05-08,58.3,1687513.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02661,2022-07-11,73.9,2138814.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02661,2022-09-13,86.8,2511449.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02661,2022-11-16,95.8,2772472.9,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02661,2023-01-19,100.0,2895000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02662,2023-04-24,10.5,122243.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02662,2023-05-24,29.7,345756.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02662,2023-06-24,40.2,468000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02663,2022-04-22,1.3,462866.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02663,2022-06-22,4.7,654591.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02663,2022-08-22,9.7,801707.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02663,2022-10-22,16.3,925732.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02663,2022-12-23,24.4,1035000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02664,2022-09-17,26.1,304041.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02664,2022-10-17,73.9,859958.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02664,2022-11-17,100.0,1164000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02665,2021-10-26,10.3,195766.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02665,2022-01-04,31.9,606500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02665,2022-03-15,53.5,1017233.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02665,2022-05-24,63.8,1213000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02666,2024-09-17,11.1,353444.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02666,2024-11-17,35.2,1121208.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02666,2025-01-17,64.8,2059791.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02666,2025-03-19,88.9,2827555.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02666,2025-05-19,100.0,3181000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02667,2024-08-31,14.2,42053.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02667,2024-11-14,40.2,118946.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02667,2025-01-28,54.4,161000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02668,2024-10-29,26.1,452666.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02668,2024-12-17,73.9,1280333.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02668,2025-02-04,100.0,1733000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02669,2021-11-19,11.1,133444.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02669,2022-01-22,35.2,423317.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02669,2022-03-27,64.8,777683.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02669,2022-05-30,88.9,1067555.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02669,2022-08-02,100.0,1201000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02670,2024-05-06,5.0,22666.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02670,2024-07-11,15.8,71904.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02670,2024-09-14,29.0,132096.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02670,2024-11-19,39.8,181333.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02670,2025-01-24,44.8,204000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02671,2024-10-19,5.1,175407.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02671,2024-12-21,16.1,552601.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02671,2025-02-22,31.7,1086412.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02671,2025-04-26,50.0,1712000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02671,2025-06-28,68.3,2337587.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02671,2025-08-30,83.9,2871399.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02671,2025-11-01,94.9,3248592.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02671,2026-01-03,100.0,3424000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02672,2021-04-16,26.1,203477.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02672,2021-05-23,73.9,575522.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02672,2021-06-29,100.0,779000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02673,2023-04-22,26.1,414530.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02673,2023-05-29,73.9,1172469.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02673,2023-07-06,100.0,1587000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02674,2021-02-22,26.1,773163.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02674,2021-03-29,73.9,2186836.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02674,2021-05-03,100.0,2960000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02675,2024-04-03,18.9,240307.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02675,2024-05-13,53.5,679692.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02675,2024-06-22,72.4,920000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02676,2022-08-28,26.1,106048.8,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02676,2022-10-23,73.9,299951.2,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02676,2022-12-18,100.0,406000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02677,2023-12-17,11.1,92666.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02677,2024-02-21,35.2,293960.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02677,2024-04-28,64.8,540039.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02677,2024-07-03,88.9,741333.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02677,2024-09-08,100.0,834000.0,COMPLETED,SYNTHETIC
SYN-PRJ-02678,2024-11-28,0.3,939997.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02678,2025-01-29,1.1,1329357.4,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02678,2025-04-02,2.3,1628123.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02678,2025-06-03,3.8,1879995.3,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02678,2025-08-05,5.7,2101898.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02678,2025-10-06,8.0,2302514.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02678,2025-12-08,10.5,2487000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02679,2023-08-19,17.3,22463.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02679,2023-10-16,49.0,63536.5,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02679,2023-12-13,66.3,86000.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02680,2022-07-06,3.6,100178.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02680,2022-09-11,11.1,311666.7,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02680,2022-11-17,21.9,614562.1,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02680,2023-01-23,35.2,988679.6,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02680,2023-03-31,50.0,1402500.0,IN_PROGRESS,SYNTHETIC
SYN-PRJ-02680,2023-06-06,64.8,1816320.4,IN_PROGRESS,SYNTHETIC
